ZIP,TERMINAL,SERVICEOUTBOUND,DAYSOUTBOUND,SERVICEINBOUND,DAYSINBOUND
52302,IA001,D,3,D,3
52305,IA001,D,3,D,3
52306,IA001,D,3,D,3
52307,IA001,D,3,D,3
52308,IA001,D,4,D,4
52309,IA001,D,4,D,4
52310,IA001,D,3,D,3
52312,IA001,D,3,D,3
52313,IA001,D,3,D,3
52314,IA001,D,3,D,3
52315,IA001,D,3,D,3
52316,IA001,D,4,D,4
52317,IA001,D,3,D,3
52318,IA001,D,3,D,3
52320,IA001,D,3,D,3
52321,IA001,D,3,D,3
52322,IA001,D,3,D,3
52323,IA001,D,4,D,4
52324,IA001,D,3,D,3
52325,IA001,D,3,D,3
52326,IA001,D,3,D,3
52327,IA001,D,3,D,3
52328,IA001,D,3,D,3
52329,IA001,D,3,D,3
52330,IA001,D,3,D,3
52332,IA001,D,3,D,3
52333,IA001,D,3,D,3
52334,IA001,D,3,D,3
52335,IA001,D,4,D,4
52336,IA001,D,3,D,3
52337,IA001,D,3,D,3
52338,IA001,D,3,D,3
52339,IA002,D,4,D,4
52340,IA001,D,3,D,3
52341,IA001,D,3,D,3
52342,IA002,D,4,D,4
52344,IA001,D,3,D,3
52345,IA001,D,3,D,3
52346,IA001,D,3,D,3
52347,IA001,D,3,D,3
52348,IA001,D,3,D,3
52349,IA001,D,3,D,3
52351,IA001,D,3,D,3
52352,IA001,D,3,D,3
52353,IA001,D,4,D,4
52354,IA001,D,3,D,3
52355,IA001,D,4,D,4
52356,IA001,D,3,D,3
52358,IA001,D,3,D,3
52359,IA001,D,4,D,4
52361,IA001,D,3,D,3
52362,IA001,D,3,D,3
52401,IA001,D,3,D,3
52402,IA001,D,3,D,3
52403,IA001,D,3,D,3
52404,IA001,D,3,D,3
52405,IA001,D,3,D,3
52406,IA001,D,8,D,8
52407,IA001,D,8,D,8
52408,IA001,D,8,D,8
52409,IA001,D,8,D,8
52410,IA001,D,8,D,8
52411,IA001,D,3,D,3
52498,IA001,D,3,D,3
52499,IA001,D,3,D,3
52501,IA002,D,4,D,4
52530,IA001,D,4,D,4
52531,IA002,D,4,D,4
52533,IA001,D,4,D,4
52534,IA002,D,4,D,4
52535,IA001,D,4,D,4
52536,IA002,D,4,D,4
52537,IA002,D,4,D,4
52540,IA001,D,4,D,4
52542,IA001,D,4,D,4
52543,IA002,D,4,D,4
52544,IA002,D,4,D,4
52548,IA002,D,4,D,4
52549,IA002,D,4,D,4
52550,IA001,D,4,D,4
52551,IA001,D,4,D,4
52552,IA002,D,4,D,4
52553,IA002,D,4,D,4
52554,IA001,D,4,D,4
52555,IA002,D,4,D,4
52556,IA001,D,4,D,4
52557,IA001,D,4,D,4
52560,IA001,D,4,D,4
52561,IA002,D,4,D,4
52562,IA001,D,4,D,4
52563,IA001,D,4,D,4
52565,IA001,D,4,D,4
52566,IA002,D,4,D,4
52567,IA001,D,4,D,4
52568,IA001,D,4,D,4
52569,IA002,D,4,D,4
52570,IA001,D,4,D,4
52571,IA002,D,4,D,4
52572,IA002,D,4,D,4
52573,IA001,D,4,D,4
52574,IA002,D,4,D,4
52576,IA001,D,4,D,4
52577,IA002,D,4,D,4
52580,IA001,D,4,D,4
52581,IA002,D,4,D,4
52583,IA002,D,4,D,4
52584,IA001,D,4,D,4
52585,IA001,D,4,D,4
52586,IA002,D,4,D,4
52588,IA001,D,4,D,4
52590,IA002,D,4,D,4
52591,IA001,D,4,D,4
52593,IA002,D,4,D,4
52594,IA002,D,4,D,4
52595,IA002,D,4,D,4
52601,IA001,D,4,D,4
52619,IA001,D,4,D,4
52620,IA001,D,4,D,4
52621,IA001,D,4,D,4
52623,IA001,D,4,D,4
52624,IA001,D,4,D,4
52625,IA001,D,4,D,4
52626,IA001,D,4,D,4
52627,IA001,D,4,D,4
52630,IA001,D,4,D,4
52631,IA001,D,4,D,4
52632,IA001,D,4,D,4
52635,IA001,D,4,D,4
52637,IA001,D,4,D,4
52638,IA001,D,4,D,4
52639,IA001,D,4,D,4
52640,IA001,D,4,D,4
52641,IA001,D,4,D,4
52642,IA001,D,4,D,4
52644,IA001,D,4,D,4
52645,IA001,D,4,D,4
52646,IA001,D,4,D,4
52647,IA001,D,4,D,4
52648,IA001,D,4,D,4
52649,IA001,D,4,D,4
52650,IA001,D,4,D,4
52651,IA001,D,4,D,4
52652,IA001,D,4,D,4
52653,IA001,D,4,D,4
52654,IA001,D,4,D,4
52655,IA001,D,4,D,4
52656,IA001,D,4,D,4
52657,IA001,D,4,D,4
52658,IA001,D,4,D,4
52659,IA001,D,4,D,4
52660,IA001,D,4,D,4
52701,IA001,D,4,D,4
52720,IA001,D,3,D,3
52721,IA001,D,3,D,3
52722,IA001,D,4,D,4
52726,IA001,D,4,D,4
52727,IA001,D,4,D,4
52728,IA001,D,4,D,4
52729,IA001,D,3,D,3
52730,IA001,D,4,D,4
52731,IA001,D,4,D,4
52732,IA001,D,4,D,4
52733,IA001,D,8,D,8
52734,IA001,D,4,D,4
52736,IA001,D,4,D,4
52737,IA001,D,4,D,4
52738,IA001,D,4,D,4
52739,IA001,D,4,D,4
52742,IA001,D,4,D,4
52745,IA001,D,4,D,4
52746,IA001,D,4,D,4
52747,IA001,D,4,D,4
52748,IA001,D,4,D,4
52749,IA001,D,4,D,4
52750,IA001,D,4,D,4
52751,IA001,D,4,D,4
52752,IA001,D,4,D,4
52753,IA001,D,4,D,4
52754,IA001,D,4,D,4
52755,IA001,D,3,D,3
52756,IA001,D,4,D,4
52757,IA001,D,4,D,4
52758,IA001,D,4,D,4
52759,IA001,D,4,D,4
52760,IA001,D,4,D,4
52761,IA001,D,4,D,4
52765,IA001,D,4,D,4
52766,IA001,D,3,D,3
52767,IA001,D,4,D,4
52768,IA001,D,4,D,4
52769,IA001,D,4,D,4
52771,IA001,D,4,D,4
52772,IA001,D,3,D,3
52773,IA001,D,4,D,4
52774,IA001,D,4,D,4
52776,IA001,D,3,D,3
52777,IA001,D,3,D,3
52778,IA001,D,4,D,4
52801,IA001,D,4,D,4
52802,IA001,D,4,D,4
52803,IA001,D,4,D,4
52804,IA001,D,4,D,4
52805,IA001,D,8,D,8
52806,IA001,D,4,D,4
52807,IA001,D,4,D,4
52808,IA001,D,8,D,8
52809,IA001,D,8,D,8
53001,WI005,D,3,D,3
53002,WI005,D,3,D,3
53003,WI005,D,3,D,3
53004,WI005,D,3,D,3
53005,WI005,D,3,D,3
53006,WI005,D,3,D,3
53007,WI005,D,3,D,3
53008,WI005,D,8,D,8
53010,WI005,D,3,D,3
53011,WI005,D,4,D,4
53012,WI005,D,3,D,3
53013,WI005,D,3,D,3
53014,WI005,D,4,D,4
53015,WI005,D,4,D,4
53016,WI005,D,4,D,4
53017,WI005,D,3,D,3
53018,WI005,D,3,D,3
53019,WI005,D,4,D,4
53020,WI005,D,4,D,4
53021,WI005,D,3,D,3
53022,WI005,D,3,D,3
53023,WI005,D,4,D,4
53024,WI005,D,3,D,3
53026,WI005,D,4,D,4
53027,WI005,D,3,D,3
53029,WI005,D,3,D,3
53031,WI005,D,3,D,3
53032,WI005,D,3,D,3
53033,WI005,D,3,D,3
53034,WI005,D,3,D,3
53035,WI005,D,3,D,3
53036,WI005,D,3,D,3
53037,WI005,D,3,D,3
53038,WI005,D,3,D,3
53039,WI005,D,4,D,4
53040,WI005,D,3,D,3
53042,WI005,D,4,D,4
53044,WI005,D,4,D,4
53045,WI005,D,3,D,3
53046,WI005,D,3,D,3
53047,WI005,D,3,D,3
53048,WI005,D,3,D,3
53049,WI005,D,4,D,4
53050,WI005,D,3,D,3
53051,WI005,D,3,D,3
53052,WI005,D,8,D,8
53056,WI005,D,3,D,3
53057,WI005,D,4,D,4
53058,WI005,D,3,D,3
53059,WI005,D,3,D,3
53060,WI005,D,3,D,3
53061,WI005,D,4,D,4
53062,WI005,D,4,D,4
53063,WI005,D,4,D,4
53064,WI005,D,3,D,3
53065,WI005,D,4,D,4
53066,WI005,D,3,D,3
53069,WI005,D,3,D,3
53070,WI005,D,4,D,4
53072,WI005,D,3,D,3
53073,WI005,D,4,D,4
53074,WI005,D,3,D,3
53075,WI005,D,3,D,3
53076,WI005,D,3,D,3
53078,WI005,D,3,D,3
53079,WI005,D,4,D,4
53080,WI005,D,3,D,3
53081,WI005,D,4,D,4
53082,WI005,D,8,D,8
53083,WI005,D,4,D,4
53085,WI005,D,4,D,4
53086,WI005,D,3,D,3
53088,WI005,D,4,D,4
53089,WI005,D,3,D,3
53090,WI005,D,3,D,3
53091,WI005,D,3,D,3
53092,WI005,D,3,D,3
53093,WI005,D,4,D,4
53094,WI005,D,3,D,3
53095,WI005,D,3,D,3
53097,WI005,D,3,D,3
53098,WI005,D,3,D,3
53099,WI005,D,3,D,3
53101,WI005,D,3,D,3
53102,WI005,D,4,D,4
53103,WI005,D,3,D,3
53104,WI005,D,3,D,3
53105,WI005,D,3,D,3
53108,WI005,D,3,D,3
53109,WI005,D,4,D,4
53110,WI005,D,3,D,3
53114,WI005,D,4,D,4
53115,WI005,D,4,D,4
53118,WI005,D,3,D,3
53119,WI005,D,3,D,3
53120,WI005,D,3,D,3
53121,WI005,D,3,D,3
53122,WI005,D,3,D,3
53125,WI005,D,4,D,4
53126,WI005,D,3,D,3
53127,WI005,D,3,D,3
53128,WI005,D,4,D,4
53129,WI005,D,3,D,3
53130,WI005,D,3,D,3
53132,WI005,D,3,D,3
53137,WI005,D,3,D,3
53138,WI005,D,3,D,3
53139,WI005,D,3,D,3
53140,WI005,D,3,D,3
53141,WI005,D,8,D,8
53142,WI005,D,3,D,3
53143,WI005,D,3,D,3
53144,WI005,D,3,D,3
53146,WI005,D,3,D,3
53147,WI005,D,4,D,4
53148,WI005,D,3,D,3
53149,WI005,D,3,D,3
53150,WI005,D,3,D,3
53151,WI005,D,3,D,3
53152,WI005,D,3,D,3
53153,WI005,D,3,D,3
53154,WI005,D,3,D,3
53156,WI005,D,3,D,3
53157,WI005,D,4,D,4
53158,WI005,D,3,D,3
53159,WI005,D,4,D,4
53167,WI005,D,3,D,3
53168,WI005,D,3,D,3
53170,WI005,D,4,D,4
53171,WI005,D,3,D,3
53172,WI005,D,3,D,3
53176,WI005,D,3,D,3
53177,MKE,D,1,D,2
53178,WI005,D,3,D,3
53179,WI005,D,4,D,4
53181,WI005,D,3,D,3
53182,WI005,D,3,D,3
53183,WI005,D,3,D,3
53184,WI005,D,4,D,4
53185,WI005,D,3,D,3
53186,WI005,D,3,D,3
53187,WI005,D,8,D,8
53188,WI005,D,3,D,3
53189,WI005,D,3,D,3
53190,WI005,D,4,D,4
53191,WI005,D,4,D,4
53192,WI005,D,4,D,4
53194,WI005,D,3,D,3
53195,WI005,D,4,D,4
53201,WI005,D,3,D,3
53202,WI005,D,3,D,3
53203,WI005,D,3,D,3
53204,WI005,D,3,D,3
53205,WI005,D,3,D,3
53206,WI005,D,3,D,3
53207,WI005,D,3,D,3
53208,WI005,D,3,D,3
53209,WI005,D,3,D,3
53210,WI005,D,3,D,3
53211,WI005,D,3,D,3
53212,WI005,D,3,D,3
53213,WI005,D,3,D,3
53214,WI005,D,3,D,3
53215,WI005,D,3,D,3
53216,WI005,D,3,D,3
53217,WI005,D,3,D,3
53218,WI005,D,3,D,3
53219,WI005,D,3,D,3
53220,WI005,D,3,D,3
53221,WI005,D,3,D,3
53222,WI005,D,3,D,3
53223,WI005,D,3,D,3
53224,WI005,D,3,D,3
53225,WI005,D,3,D,3
53226,WI005,D,3,D,3
53227,WI005,D,3,D,3
53228,WI005,D,3,D,3
53233,WI005,D,3,D,3
53234,WI005,D,8,D,8
53235,WI005,D,3,D,3
53237,WI005,D,3,D,3
53259,WI005,D,3,D,3
53263,WI005,D,3,D,3
53274,WI005,D,3,D,3
53278,WI005,D,3,D,3
53288,WI005,D,3,D,3
53290,WI005,D,3,D,3
53293,WI005,D,3,D,3
53295,WI005,D,3,D,3
53401,WI005,D,3,D,3
53402,WI005,D,3,D,3
53403,WI005,D,3,D,3
53404,WI005,D,3,D,3
53405,WI005,D,3,D,3
53406,WI005,D,3,D,3
53407,WI005,D,3,D,3
53408,WI005,D,8,D,8
53501,WI005,D,4,D,4
53502,WI005,D,4,D,4
53503,WI005,D,4,D,4
53504,WI005,D,4,D,4
53505,WI005,D,4,D,4
53506,WI005,D,4,D,4
53507,WI005,D,4,D,4
53508,WI005,D,4,D,4
53510,WI005,D,4,D,4
53511,WI005,D,4,D,4
53512,WI005,D,4,D,4
53515,WI005,D,4,D,4
53516,WI005,D,4,D,4
53517,WI005,D,4,D,4
53518,WI005,D,4,D,4
53520,WI005,D,4,D,4
53521,WI005,D,4,D,4
53522,WI005,D,4,D,4
53523,WI005,D,4,D,4
53525,WI005,D,4,D,4
53526,WI005,D,4,D,4
53527,WI005,D,4,D,4
53528,WI005,D,4,D,4
53529,WI005,D,4,D,4
53530,WI005,D,4,D,4
53531,WI005,D,4,D,4
53532,WI005,D,4,D,4
53533,WI005,D,4,D,4
53534,WI005,D,4,D,4
53535,WI005,D,4,D,4
53536,WI005,D,4,D,4
53537,WI005,D,4,D,4
53538,WI005,D,4,D,4
53540,WI005,D,4,D,4
53541,WI005,D,4,D,4
53542,WI005,D,4,D,4
53543,WI005,D,4,D,4
53544,WI005,D,4,D,4
53545,WI005,D,4,D,4
53546,WI005,D,4,D,4
53547,WI005,D,8,D,8
53548,WI005,D,4,D,4
53549,WI005,D,4,D,4
53550,WI005,D,4,D,4
53551,WI005,D,4,D,4
53553,WI005,D,4,D,4
53554,WI005,D,4,D,4
53555,WI005,D,4,D,4
53556,WI005,D,4,D,4
53557,WI005,D,4,D,4
53558,WI005,D,4,D,4
53559,WI005,D,4,D,4
53560,WI005,D,4,D,4
53561,WI005,D,4,D,4
53562,WI005,D,4,D,4
53563,WI005,D,4,D,4
53565,WI005,D,4,D,4
53566,WI005,D,4,D,4
53569,WI005,D,4,D,4
53570,WI005,D,4,D,4
53571,WI005,D,4,D,4
53572,WI005,D,4,D,4
53573,WI005,D,4,D,4
53574,WI005,D,4,D,4
53575,WI005,D,4,D,4
53576,WI005,D,4,D,4
53577,WI005,D,4,D,4
53578,WI005,D,4,D,4
53579,WI005,D,4,D,4
53580,WI005,D,8,D,8
53581,WI005,D,4,D,4
53582,WI005,D,4,D,4
53583,WI005,D,4,D,4
53584,WI005,D,4,D,4
53585,WI005,D,4,D,4
53586,WI005,D,4,D,4
53587,WI005,D,4,D,4
53588,WI005,D,4,D,4
53589,WI005,D,4,D,4
53590,WI005,D,4,D,4
53593,WI005,D,4,D,4
53594,WI005,D,4,D,4
53595,WI005,D,4,D,4
53596,WI005,D,4,D,4
53597,WI005,D,4,D,4
53598,WI005,D,4,D,4
53599,WI005,D,4,D,4
53701,WI005,D,8,D,8
53702,WI005,D,4,D,4
53703,WI005,D,4,D,4
53704,WI005,D,4,D,4
53705,WI005,D,4,D,4
53706,WI005,D,4,D,4
53707,WI005,D,8,D,8
53708,WI005,D,8,D,8
53711,WI005,D,4,D,4
53713,WI005,D,4,D,4
53714,WI005,D,4,D,4
53715,WI005,D,4,D,4
53716,WI005,D,4,D,4
53717,WI005,D,4,D,4
53718,WI005,D,4,D,4
53719,WI005,D,4,D,4
53725,WI005,D,4,D,4
53726,WI005,D,4,D,4
53744,WI005,D,4,D,4
53774,WI005,D,4,D,4
53777,WI005,D,4,D,4
53778,WI005,D,4,D,4
53779,WI005,D,4,D,4
53782,WI005,D,4,D,4
53783,WI005,D,4,D,4
53784,WI005,D,4,D,4
53785,WI005,D,4,D,4
53786,WI005,D,4,D,4
53788,WI005,D,4,D,4
53790,WI005,D,4,D,4
53792,WI005,D,4,D,4
53793,WI005,D,4,D,4
53794,WI005,D,4,D,4
53801,WI005,D,8,D,8
53802,WI005,D,8,D,8
53803,WI005,D,8,D,8
53804,WI005,D,8,D,8
53805,WI005,D,8,D,8
53806,WI005,D,8,D,8
53807,WI005,D,8,D,8
53808,WI005,D,8,D,8
53809,WI005,D,8,D,8
53810,WI005,D,8,D,8
53811,WI005,D,8,D,8
53812,WI005,D,8,D,8
53813,WI005,D,8,D,8
53816,WI005,D,8,D,8
53817,WI005,D,8,D,8
53818,WI005,D,8,D,8
53820,WI005,D,8,D,8
53821,WI005,D,8,D,8
53824,WI005,D,8,D,8
53825,WI005,D,8,D,8
53826,WI005,D,8,D,8
53827,WI005,D,8,D,8
53901,WI005,D,4,D,4
53910,WI005,D,4,D,4
53911,WI005,D,4,D,4
53913,WI005,D,4,D,4
53916,WI005,D,4,D,4
53919,WI005,D,4,D,4
53920,WI005,D,4,D,4
53922,WI005,D,4,D,4
53923,WI005,D,4,D,4
53924,WI005,D,4,D,4
53925,WI005,D,4,D,4
53926,WI005,D,4,D,4
53927,WI005,D,8,D,8
53928,WI005,D,4,D,4
53929,WI005,D,8,D,8
53930,WI005,D,4,D,4
53931,WI005,D,4,D,4
53932,WI005,D,4,D,4
53933,WI005,D,4,D,4
53934,WI005,D,4,D,4
53935,WI005,D,4,D,4
53936,WI005,D,4,D,4
53937,WI005,D,4,D,4
53939,WI005,D,4,D,4
53940,WI005,D,4,D,4
53941,WI005,D,4,D,4
53942,WI005,D,8,D,8
53943,WI005,D,4,D,4
53944,WI005,D,4,D,4
53946,WI005,D,4,D,4
53947,WI005,D,4,D,4
53948,WI005,D,4,D,4
53949,WI005,D,4,D,4
53950,WI005,D,4,D,4
53951,WI005,D,4,D,4
53952,WI005,D,4,D,4
53953,WI005,D,4,D,4
53954,WI005,D,4,D,4
53955,WI005,D,4,D,4
53956,WI005,D,4,D,4
53957,WI005,D,4,D,4
53958,WI005,D,4,D,4
53959,WI005,D,4,D,4
53960,WI005,D,4,D,4
53961,WI005,D,4,D,4
53962,WI005,D,8,D,8
53963,WI005,D,4,D,4
53964,WI005,D,4,D,4
53965,WI005,D,4,D,4
53968,WI005,D,4,D,4
53969,WI005,D,4,D,4
54001,MN001,D,4,D,4
54002,MN001,D,3,D,3
54003,MN001,D,3,D,3
54004,MN001,D,4,D,4
54005,MN001,D,4,D,4
54006,MN001,D,4,D,4
54007,MN001,D,4,D,4
54009,MN001,D,4,D,4
54010,MN001,D,3,D,3
54011,MN001,D,3,D,3
54013,MN001,D,4,D,4
54014,MN001,D,3,D,3
54015,MN001,D,3,D,3
54016,MN001,D,3,D,3
54017,MN001,D,3,D,3
54020,MN001,D,4,D,4
54021,MN001,D,3,D,3
54022,MN001,D,3,D,3
54023,MN001,D,3,D,3
54024,MN001,D,4,D,4
54025,MN001,D,3,D,3
54026,MN001,D,4,D,4
54027,MN001,D,4,D,4
54028,MN001,D,3,D,3
54082,MN001,D,3,D,3
54101,MN001,D,8,D,8
54102,MN001,D,8,D,8
54103,MN001,D,8,D,8
54104,MN001,D,8,D,8
54106,MN001,D,8,D,8
54107,MN001,D,8,D,8
54110,WI005,D,4,D,4
54111,MN001,D,8,D,8
54112,MN001,D,8,D,8
54113,WI005,D,4,D,4
54114,MN001,D,8,D,8
54115,WI005,D,4,D,4
54119,MN001,D,8,D,8
54120,MN001,D,8,D,8
54121,MN001,D,8,D,8
54123,WI005,D,4,D,4
54124,MN001,D,8,D,8
54125,MN001,D,8,D,8
54126,WI005,D,4,D,4
54127,MN001,D,8,D,8
54128,MN001,D,8,D,8
54129,WI005,D,4,D,4
54130,WI005,D,4,D,4
54131,WI005,D,8,D,8
54135,MN001,D,8,D,8
54136,WI005,D,4,D,4
54137,MN001,D,8,D,8
54138,MN001,D,8,D,8
54139,MN001,D,8,D,8
54140,WI005,D,4,D,4
54141,MN001,D,8,D,8
54143,MN001,D,8,D,8
54149,MN001,D,8,D,8
54150,MN001,D,8,D,8
54151,MN001,D,8,D,8
54152,WI005,D,4,D,4
54153,MN001,D,8,D,8
54154,MN001,D,8,D,8
54155,MN001,D,8,D,8
54156,MN001,D,8,D,8
54157,MN001,D,8,D,8
54159,MN001,D,8,D,8
54160,WI005,D,4,D,4
54161,MN001,D,8,D,8
54162,MN001,D,8,D,8
54165,MN001,D,8,D,8
54166,MN001,D,8,D,8
54169,WI005,D,4,D,4
54170,MN001,D,8,D,8
54171,MN001,D,8,D,8
54173,MN001,D,8,D,8
54174,MN001,D,8,D,8
54175,MN001,D,8,D,8
54177,MN001,D,8,D,8
54180,WI005,D,4,D,4
54182,MN001,D,8,D,8
54201,WI005,D,4,D,4
54202,WI005,D,8,D,8
54204,WI005,D,4,D,4
54205,WI005,D,4,D,4
54207,WI005,D,4,D,4
54208,WI005,D,4,D,4
54209,WI005,D,8,D,8
54210,WI005,D,8,D,8
54211,WI005,D,8,D,8
54212,WI005,D,8,D,8
54213,WI005,D,4,D,4
54214,WI005,D,4,D,4
54215,WI005,D,4,D,4
54216,WI005,D,4,D,4
54217,WI005,D,4,D,4
54220,WI005,D,4,D,4
54221,WI005,D,8,D,8
54226,WI005,D,8,D,8
54227,WI005,D,4,D,4
54228,WI005,D,4,D,4
54229,WI005,D,4,D,4
54230,WI005,D,4,D,4
54232,WI005,D,4,D,4
54234,WI005,D,8,D,8
54235,WI005,D,8,D,8
54240,WI005,D,4,D,4
54241,WI005,D,4,D,4
54245,WI005,D,4,D,4
54246,WI005,D,8,D,8
54247,WI005,D,4,D,4
54301,WI005,D,4,D,4
54302,WI005,D,4,D,4
54303,MN001,D,8,D,8
54304,WI005,D,4,D,4
54305,WI005,D,8,D,8
54306,WI005,D,8,D,8
54307,WI005,D,8,D,8
54308,WI005,D,8,D,8
54311,WI005,D,4,D,4
54313,MN001,D,8,D,8
54324,WI005,D,8,D,8
54344,WI005,D,4,D,4
54401,MN001,D,8,D,8
54402,MN001,D,8,D,8
54403,MN001,D,8,D,8
54404,MN001,D,8,D,8
54405,MN001,D,4,D,4
54406,WI005,D,4,D,4
54407,MN001,D,8,D,8
54408,MN001,D,8,D,8
54409,MN001,D,8,D,8
54410,MN001,D,8,D,8
54411,MN001,D,8,D,8
54412,MN001,D,8,D,8
54413,MN001,D,8,D,8
54414,MN001,D,8,D,8
54415,WI005,D,8,D,8
54416,MN001,D,8,D,8
54417,MN001,D,8,D,8
54418,MN001,D,8,D,8
54420,MN001,D,8,D,8
54421,MN001,D,4,D,4
54422,MN001,D,4,D,4
54423,MN001,D,8,D,8
54424,MN001,D,8,D,8
54425,MN001,D,8,D,8
54426,MN001,D,8,D,8
54427,MN001,D,8,D,8
54428,MN001,D,8,D,8
54429,WI005,D,8,D,8
54430,MN001,D,8,D,8
54432,WI005,D,8,D,8
54433,MN001,D,4,D,4
54434,MN001,D,8,D,8
54435,MN001,D,8,D,8
54436,MN001,D,8,D,8
54437,MN001,D,4,D,4
54439,MN001,D,4,D,4
54440,MN001,D,8,D,8
54441,MN001,D,8,D,8
54442,MN001,D,8,D,8
54443,MN001,D,8,D,8
54446,MN001,D,8,D,8
54447,MN001,D,4,D,4
54448,MN001,D,8,D,8
54449,MN001,D,8,D,8
54450,MN001,D,8,D,8
54451,MN001,D,8,D,8
54452,MN001,D,8,D,8
54454,MN001,D,8,D,8
54455,MN001,D,8,D,8
54456,MN001,D,4,D,4
54457,WI005,D,8,D,8
54458,WI005,D,4,D,4
54459,MN001,D,8,D,8
54460,MN001,D,4,D,4
54462,MN001,D,8,D,8
54463,MN001,D,8,D,8
54464,MN001,D,8,D,8
54465,MN001,D,8,D,8
54466,MN001,D,8,D,8
54467,WI005,D,4,D,4
54469,WI005,D,8,D,8
54470,MN001,D,8,D,8
54471,MN001,D,8,D,8
54472,MN001,D,8,D,8
54473,MN001,D,8,D,8
54474,MN001,D,8,D,8
54475,MN001,D,8,D,8
54476,MN001,D,8,D,8
54479,MN001,D,8,D,8
54480,MN001,D,8,D,8
54481,MN001,D,8,D,8
54482,MN001,D,8,D,8
54484,MN001,D,8,D,8
54485,MN001,D,8,D,8
54486,MN001,D,8,D,8
54487,MN001,D,8,D,8
54488,MN001,D,8,D,8
54489,MN001,D,8,D,8
54490,MN001,D,8,D,8
54491,MN001,D,8,D,8
54492,WI005,D,4,D,4
54493,MN001,D,8,D,8
54494,WI005,D,8,D,8
54495,MN001,D,8,D,8
54498,MN001,D,4,D,4
54499,MN001,D,8,D,8
54501,MN001,D,8,D,8
54511,MN001,D,8,D,8
54512,MN001,D,8,D,8
54513,MN001,D,8,D,8
54514,MN001,D,8,D,8
54515,MN001,D,8,D,8
54517,MN001,D,8,D,8
54519,MN001,D,8,D,8
54520,MN001,D,8,D,8
54521,MN001,D,8,D,8
54524,MN001,D,8,D,8
54525,MN001,D,8,D,8
54526,MN001,D,4,D,4
54527,MN001,D,8,D,8
54529,MN001,D,8,D,8
54530,MN001,D,8,D,8
54531,MN001,D,8,D,8
54532,MN001,D,8,D,8
54534,MN001,D,8,D,8
54536,MN001,D,8,D,8
54537,MN001,D,8,D,8
54538,MN001,D,8,D,8
54539,MN001,D,8,D,8
54540,MN001,D,8,D,8
54541,MN001,D,8,D,8
54542,MN001,D,8,D,8
54543,MN001,D,8,D,8
54545,MN001,D,8,D,8
54546,MN001,D,8,D,8
54547,MN001,D,8,D,8
54548,MN001,D,8,D,8
54550,MN001,D,8,D,8
54552,MN001,D,8,D,8
54554,MN001,D,8,D,8
54555,MN001,D,8,D,8
54556,MN001,D,8,D,8
54557,MN001,D,8,D,8
54558,MN001,D,8,D,8
54559,MN001,D,8,D,8
54560,MN001,D,8,D,8
54561,MN001,D,8,D,8
54562,MN001,D,8,D,8
54563,MN001,D,4,D,4
54564,MN001,D,8,D,8
54565,MN001,D,8,D,8
54566,MN001,D,8,D,8
54568,MN001,D,8,D,8
54601,WI005,D,8,D,8
54602,WI005,D,8,D,8
54603,MN001,D,4,D,4
54610,MN001,D,4,D,4
54611,MN001,D,4,D,4
54612,MN001,D,4,D,4
54613,WI005,D,8,D,8
54614,MN001,D,8,D,8
54615,MN001,D,4,D,4
54616,MN001,D,4,D,4
54618,WI005,D,8,D,8
54619,WI005,D,8,D,8
54620,WI005,D,8,D,8
54621,WI005,D,8,D,8
54622,MN001,D,4,D,4
54623,WI005,D,8,D,8
54624,WI005,D,8,D,8
54625,MN001,D,4,D,4
54626,WI005,D,8,D,8
54627,MN001,D,4,D,4
54628,WI005,D,8,D,8
54629,MN001,D,4,D,4
54630,MN001,D,4,D,4
54631,WI005,D,8,D,8
54632,WI005,D,8,D,8
54634,WI005,D,8,D,8
54635,MN001,D,4,D,4
54636,MN001,D,8,D,8
54637,WI005,D,8,D,8
54638,WI005,D,8,D,8
54639,WI005,D,8,D,8
54640,IA001,D,8,D,8
54641,MN001,D,8,D,8
54642,MN001,D,8,D,8
54643,MN001,D,8,D,8
54644,MN001,D,8,D,8
54645,WI005,D,8,D,8
54646,WI005,D,8,D,8
54648,WI005,D,8,D,8
54649,WI005,D,8,D,8
54650,MN001,D,4,D,4
54651,WI005,D,8,D,8
54652,WI005,D,8,D,8
54653,MN001,D,8,D,8
54654,WI005,D,8,D,8
54655,WI005,D,8,D,8
54656,MN001,D,8,D,8
54657,WI005,D,8,D,8
54658,WI005,D,8,D,8
54659,MN001,D,4,D,4
54660,MN001,D,8,D,8
54661,MN001,D,4,D,4
54662,WI005,D,8,D,8
54664,WI005,D,8,D,8
54665,WI005,D,8,D,8
54666,MN001,D,8,D,8
54667,WI005,D,8,D,8
54669,MN001,D,4,D,4
54670,WI005,D,8,D,8
54701,MN001,D,4,D,4
54702,MN001,D,8,D,8
54703,MN001,D,4,D,4
54720,MN001,D,4,D,4
54721,MN001,D,4,D,4
54722,MN001,D,4,D,4
54723,MN001,D,3,D,3
54724,MN001,D,4,D,4
54725,MN001,D,4,D,4
54726,MN001,D,4,D,4
54727,MN001,D,4,D,4
54728,MN001,D,4,D,4
54729,MN001,D,4,D,4
54730,MN001,D,4,D,4
54731,MN001,D,4,D,4
54732,MN001,D,4,D,4
54733,MN001,D,4,D,4
