ZIP,TERMINAL,SERVICEOUTBOUND,DAYSOUTBOUND,SERVICEINBOUND,DAYSINBOUND
21278,MD001,D,3,D,3
21279,MD001,D,3,D,3
21281,MD001,D,3,D,3
21282,MD001,D,3,D,3
21284,MD001,D,3,D,3
21285,MD001,D,3,D,3
21286,MD001,D,3,D,3
21287,MD001,D,3,D,3
21289,MD001,D,3,D,3
21290,MD001,D,3,D,3
21297,MD001,D,8,D,8
21401,MD001,D,3,D,3
21402,MD001,D,3,D,3
21403,MD001,D,3,D,3
21404,MD001,D,8,D,8
21405,MD001,D,3,D,3
21409,MD001,D,3,D,3
21411,MD001,D,3,D,3
21412,MD001,D,3,D,3
21501,MD001,D,4,D,4
21502,MD001,D,4,D,4
21503,MD001,D,4,D,4
21504,MD001,D,4,D,4
21505,MD001,D,4,D,4
21520,MD001,D,8,D,8
21521,MD001,D,8,D,8
21522,MD001,D,8,D,8
21523,MD001,D,8,D,8
21524,MD001,D,4,D,4
21528,MD001,D,4,D,4
21529,MD001,D,4,D,4
21530,MD001,D,4,D,4
21531,MD001,D,8,D,8
21532,MD001,D,4,D,4
21536,MD001,D,8,D,8
21538,MD001,D,8,D,8
21539,MD001,D,8,D,8
21540,MD001,D,8,D,8
21541,MD001,D,8,D,8
21542,MD001,D,4,D,4
21543,MD001,D,4,D,4
21545,MD001,D,4,D,4
21550,MD001,D,8,D,8
21555,MD001,D,4,D,4
21556,MD001,D,4,D,4
21557,MD001,D,4,D,4
21560,MD001,D,4,D,4
21561,MD001,D,8,D,8
21562,MD001,D,8,D,8
21601,MD001,D,4,D,4
21607,MD001,D,4,D,4
21609,MD001,D,4,D,4
21610,MD001,D,4,D,4
21612,MD001,D,4,D,4
21613,MD001,D,4,D,4
21617,MD001,D,3,D,3
21619,MD001,D,3,D,3
21620,MD001,D,4,D,4
21622,MD001,D,4,D,4
21623,MD001,D,4,D,4
21624,MD001,D,4,D,4
21625,MD001,D,4,D,4
21626,MD001,D,4,D,4
21627,MD001,D,4,D,4
21628,MD001,D,4,D,4
21629,MD001,D,4,D,4
21631,MD001,D,4,D,4
21632,MD001,D,4,D,4
21634,MD001,D,4,D,4
21635,MD001,D,4,D,4
21636,MD001,D,4,D,4
21638,MD001,D,3,D,3
21639,MD001,D,4,D,4
21640,MD001,D,4,D,4
21641,MD001,D,4,D,4
21643,MD001,D,4,D,4
21644,MD001,D,4,D,4
21645,MD001,D,4,D,4
21647,MD001,D,4,D,4
21648,MD001,D,4,D,4
21649,MD001,D,4,D,4
21650,MD001,D,4,D,4
21651,MD001,D,4,D,4
21652,MD001,D,4,D,4
21653,MD001,D,4,D,4
21654,MD001,D,4,D,4
21655,MD001,D,4,D,4
21656,MD001,D,4,D,4
21657,MD001,D,4,D,4
21658,MD001,D,3,D,3
21659,MD001,D,4,D,4
21660,MD001,D,4,D,4
21661,MD001,D,4,D,4
21662,MD001,D,4,D,4
21663,MD001,D,4,D,4
21664,MD001,D,4,D,4
21665,MD001,D,4,D,4
21666,MD001,D,3,D,3
21667,MD001,D,4,D,4
21668,MD001,D,4,D,4
21669,MD001,D,4,D,4
21670,MD001,D,4,D,4
21671,MD001,D,4,D,4
21672,MD001,D,4,D,4
21673,MD001,D,4,D,4
21675,MD001,D,4,D,4
21676,MD001,D,4,D,4
21677,MD001,D,4,D,4
21678,MD001,D,4,D,4
21679,MD001,D,3,D,3
21690,MD001,D,4,D,4
21701,MD001,D,3,D,3
21702,MD001,D,3,D,3
21703,MD001,D,3,D,3
21704,MD001,D,3,D,3
21705,MD001,D,8,D,8
21709,MD001,D,3,D,3
21710,MD001,D,4,D,4
21711,MD001,D,4,D,4
21713,MD001,D,4,D,4
21714,MD001,D,4,D,4
21715,MD001,D,4,D,4
21716,MD001,D,4,D,4
21717,MD001,D,4,D,4
21718,MD001,D,4,D,4
21719,MD001,D,4,D,4
21720,MD001,D,4,D,4
21721,MD001,D,4,D,4
21722,MD001,D,4,D,4
21723,MD001,D,3,D,3
21727,MD001,D,4,D,4
21733,MD001,D,4,D,4
21734,MD001,D,4,D,4
21737,MD001,D,3,D,3
21738,MD001,D,3,D,3
21740,MD001,D,4,D,4
21741,MD001,D,8,D,8
21742,MD001,D,4,D,4
21746,MD001,D,4,D,4
21747,MD001,D,4,D,4
21749,MD001,D,4,D,4
21750,MD001,D,4,D,4
21754,MD001,D,3,D,3
21755,MD001,D,4,D,4
21756,MD001,D,4,D,4
21757,MD001,D,3,D,3
21758,MD001,D,4,D,4
21759,MD001,D,4,D,4
21762,MD001,D,3,D,3
21765,MD001,D,3,D,3
21766,MD001,D,4,D,4
21767,MD001,D,4,D,4
21769,MD001,D,4,D,4
21770,MD001,D,3,D,3
21771,MD001,D,3,D,3
21773,MD001,D,4,D,4
21774,MD001,D,3,D,3
21775,MD001,D,4,D,4
21776,MD001,D,3,D,3
21777,MD001,D,4,D,4
21778,MD001,D,4,D,4
21779,MD001,D,4,D,4
21780,MD001,D,4,D,4
21781,MD001,D,4,D,4
21782,MD001,D,4,D,4
21783,MD001,D,4,D,4
21784,MD001,D,3,D,3
21787,MD001,D,3,D,3
21788,MD001,D,4,D,4
21790,MD001,D,4,D,4
21791,MD001,D,3,D,3
21792,MD001,D,3,D,3
21793,MD001,D,4,D,4
21794,MD001,D,3,D,3
21795,MD001,D,4,D,4
21797,MD001,D,3,D,3
21798,MD001,D,4,D,4
21801,MD001,D,4,D,4
21802,MD001,D,4,D,4
21803,MD001,D,4,D,4
21804,MD001,D,4,D,4
21810,MD001,D,4,D,4
21811,MD001,D,4,D,4
21813,MD001,D,4,D,4
21814,MD001,D,4,D,4
21817,MD001,D,4,D,4
21821,MD001,D,4,D,4
21822,MD001,D,4,D,4
21824,MD001,D,8,D,8
21826,MD001,D,4,D,4
21829,MD001,D,4,D,4
21830,MD001,D,4,D,4
21835,MD001,D,4,D,4
21836,MD001,D,4,D,4
21837,MD001,D,4,D,4
21838,MD001,D,4,D,4
21840,MD001,D,4,D,4
21841,MD001,D,4,D,4
21842,MD001,D,4,D,4
21843,MD001,D,4,D,4
21849,MD001,D,4,D,4
21850,MD001,D,4,D,4
21851,MD001,D,4,D,4
21852,MD001,D,4,D,4
21853,MD001,D,4,D,4
21856,MD001,D,4,D,4
21857,MD001,D,4,D,4
21861,MD001,D,4,D,4
21862,MD001,D,4,D,4
21863,MD001,D,4,D,4
21864,MD001,D,4,D,4
21865,MD001,D,4,D,4
21866,MD001,D,8,D,8
21867,MD001,D,4,D,4
21869,MD001,D,4,D,4
21871,MD001,D,4,D,4
21872,MD001,D,4,D,4
21874,MD001,D,4,D,4
21875,MD001,D,4,D,4
21890,MD001,D,4,D,4
21901,MD001,D,4,D,4
21902,MD001,D,3,D,3
21903,MD001,D,3,D,3
21904,MD001,D,3,D,3
21911,MD001,D,4,D,4
21912,MD001,D,4,D,4
21913,MD001,D,4,D,4
21914,MD001,D,4,D,4
21915,MD001,D,4,D,4
21916,MD001,D,4,D,4
21917,MD001,D,4,D,4
21918,MD001,D,3,D,3
21919,MD001,D,4,D,4
21920,MD001,D,4,D,4
21921,MD001,D,4,D,4
21922,MD001,D,4,D,4
21930,MD001,D,4,D,4
22003,MD001,D,4,D,4
22009,MD001,D,8,D,8
22015,MD001,D,4,D,4
22025,MD001,D,4,D,4
22026,MD001,D,4,D,4
22027,MD001,D,3,D,3
22030,MD001,D,4,D,4
22031,MD001,D,4,D,4
22032,MD001,D,4,D,4
22033,MD001,D,4,D,4
22034,MD001,D,4,D,4
22035,MD001,D,4,D,4
22036,MD001,D,4,D,4
22037,MD001,D,3,D,3
22038,MD001,D,8,D,8
22039,MD001,D,4,D,4
22040,MD001,D,3,D,3
22041,MD001,D,4,D,4
22042,MD001,D,4,D,4
22043,MD001,D,3,D,3
22044,MD001,D,4,D,4
22046,MD001,D,3,D,3
22060,MD001,D,4,D,4
22066,MD001,D,3,D,3
22067,MD001,D,3,D,3
22079,MD001,D,4,D,4
22081,MD001,D,3,D,3
22082,MD001,D,3,D,3
22101,MD001,D,3,D,3
22102,MD001,D,3,D,3
22103,MD001,D,8,D,8
22106,MD001,D,3,D,3
22107,MD001,D,3,D,3
22108,MD001,D,3,D,3
22109,MD001,D,3,D,3
22116,MD001,D,3,D,3
22118,MD001,D,3,D,3
22119,MD001,D,3,D,3
22121,MD001,D,4,D,4
22122,MD001,D,4,D,4
22124,MD001,D,4,D,4
22125,MD001,D,4,D,4
22134,VA008,D,4,D,4
22135,MD001,D,4,D,4
22150,MD001,D,4,D,4
22151,MD001,D,4,D,4
22152,MD001,D,4,D,4
22153,MD001,D,4,D,4
22158,MD001,D,4,D,4
22159,MD001,D,4,D,4
22160,MD001,D,4,D,4
22161,MD001,D,4,D,4
22172,MD001,D,4,D,4
22180,MD001,D,3,D,3
22181,MD001,D,3,D,3
22182,MD001,D,3,D,3
22183,MD001,D,3,D,3
22185,MD001,D,4,D,4
22191,MD001,D,4,D,4
22192,MD001,D,4,D,4
22193,MD001,D,4,D,4
22194,MD001,D,4,D,4
22195,MD001,D,8,D,8
22199,MD001,D,4,D,4
22201,MD001,D,3,D,3
22202,MD001,D,3,D,3
22203,MD001,D,3,D,3
22204,MD001,D,3,D,3
22205,MD001,D,4,D,4
22206,MD001,D,3,D,3
22207,MD001,D,3,D,3
22209,MD001,D,3,D,3
22210,MD001,D,3,D,3
22211,MD001,D,3,D,3
22212,MD001,D,3,D,3
22213,MD001,D,3,D,3
22214,MD001,D,3,D,3
22215,MD001,D,8,D,8
22216,MD001,D,8,D,8
22217,MD001,D,3,D,3
22219,MD001,D,8,D,8
22225,MD001,D,3,D,3
22226,MD001,D,3,D,3
22227,MD001,D,3,D,3
22230,MD001,D,3,D,3
22240,MD001,D,3,D,3
22241,MD001,D,3,D,3
22242,MD001,D,3,D,3
22243,MD001,D,3,D,3
22244,MD001,D,3,D,3
22245,MD001,D,3,D,3
22246,MD001,D,3,D,3
22301,MD001,D,3,D,3
22302,MD001,D,3,D,3
22303,MD001,D,3,D,3
22304,MD001,D,3,D,3
22305,MD001,D,3,D,3
22306,MD001,D,3,D,3
22307,MD001,D,3,D,3
22308,MD001,D,4,D,4
22309,MD001,D,4,D,4
22310,MD001,D,4,D,4
22311,MD001,D,3,D,3
22312,MD001,D,3,D,3
22313,MD001,D,8,D,8
22314,MD001,D,3,D,3
22315,MD001,D,4,D,4
22320,MD001,D,3,D,3
22331,MD001,D,3,D,3
22332,MD001,D,3,D,3
22333,MD001,D,3,D,3
22334,MD001,D,3,D,3
22350,MD001,D,3,D,3
22401,VA008,D,4,D,4
22402,VA008,D,8,D,8
22403,VA008,D,8,D,8
22404,VA008,D,4,D,4
22405,VA008,D,4,D,4
22406,VA008,D,4,D,4
22407,VA008,D,4,D,4
22408,VA008,D,4,D,4
22412,VA008,D,4,D,4
22427,VA008,D,3,D,3
22428,VA008,D,3,D,3
22430,VA008,D,4,D,4
22432,VA008,D,4,D,4
22433,VA008,D,4,D,4
22435,VA008,D,4,D,4
22436,VA008,D,4,D,4
22437,VA008,D,4,D,4
22438,VA008,D,4,D,4
22442,VA008,D,4,D,4
22443,VA008,D,4,D,4
22446,VA008,D,4,D,4
22448,VA008,D,4,D,4
22451,VA008,D,4,D,4
22454,VA008,D,4,D,4
22456,VA008,D,4,D,4
22460,VA008,D,4,D,4
22463,VA008,D,4,D,4
22469,VA008,D,4,D,4
22471,VA008,D,4,D,4
22472,VA008,D,4,D,4
22473,VA008,D,4,D,4
22476,VA008,D,4,D,4
22480,VA008,D,4,D,4
22481,VA008,D,4,D,4
22482,VA008,D,4,D,4
22485,VA008,D,4,D,4
22488,VA008,D,4,D,4
22501,VA008,D,3,D,3
22503,VA008,D,4,D,4
22504,VA008,D,4,D,4
22507,VA008,D,4,D,4
22508,VA008,D,4,D,4
22509,VA008,D,4,D,4
22511,VA008,D,4,D,4
22513,VA008,D,4,D,4
22514,VA008,D,3,D,3
22517,VA008,D,4,D,4
22520,VA008,D,4,D,4
22523,VA008,D,4,D,4
22524,VA008,D,4,D,4
22526,VA008,D,4,D,4
22528,VA008,D,4,D,4
22529,VA008,D,4,D,4
22530,VA008,D,4,D,4
22534,VA008,D,3,D,3
22535,VA008,D,4,D,4
22538,VA008,D,4,D,4
22539,VA008,D,4,D,4
22542,VA008,D,4,D,4
22544,VA008,D,4,D,4
22545,VA008,D,4,D,4
22546,VA008,D,3,D,3
22547,VA008,D,4,D,4
22548,VA008,D,4,D,4
22551,VA008,D,4,D,4
22552,VA008,D,3,D,3
22553,VA008,D,4,D,4
22554,VA008,D,4,D,4
22555,VA008,D,8,D,8
22556,VA008,D,4,D,4
22558,VA008,D,4,D,4
22560,VA008,D,3,D,3
22565,VA008,D,3,D,3
22567,VA008,D,4,D,4
22570,VA008,D,4,D,4
22572,VA008,D,4,D,4
22576,VA008,D,4,D,4
22577,VA008,D,4,D,4
22578,VA008,D,4,D,4
22579,VA008,D,4,D,4
22580,VA008,D,3,D,3
22581,VA008,D,4,D,4
22601,MD001,D,4,D,4
22602,MD001,D,4,D,4
22603,MD001,D,4,D,4
22604,VA008,D,8,D,8
22610,MD001,D,4,D,4
22611,MD001,D,4,D,4
22620,MD001,D,4,D,4
22622,VA008,D,8,D,8
22623,MD001,D,4,D,4
22624,MD001,D,4,D,4
22625,MD001,D,4,D,4
22626,VA008,D,4,D,4
22627,MD001,D,4,D,4
22630,MD001,D,4,D,4
22637,MD001,D,4,D,4
22639,MD001,D,4,D,4
22640,MD001,D,4,D,4
22641,MD001,D,4,D,4
22642,MD001,D,4,D,4
22643,MD001,D,4,D,4
22644,MD001,D,4,D,4
22645,MD001,D,4,D,4
22646,MD001,D,4,D,4
22649,VA008,D,4,D,4
22650,MD001,D,4,D,4
22652,MD001,D,4,D,4
22654,MD001,D,4,D,4
22655,MD001,D,4,D,4
22656,MD001,D,4,D,4
22657,MD001,D,4,D,4
22660,MD001,D,4,D,4
22663,MD001,D,4,D,4
22664,MD001,D,4,D,4
22701,VA008,D,4,D,4
22709,VA008,D,4,D,4
22711,VA008,D,4,D,4
22712,VA008,D,4,D,4
22713,VA008,D,4,D,4
22714,VA008,D,4,D,4
22715,VA008,D,4,D,4
22716,MD001,D,4,D,4
22718,VA008,D,4,D,4
22719,VA008,D,4,D,4
22720,VA008,D,4,D,4
22722,VA008,D,4,D,4
22723,VA008,D,4,D,4
22724,VA008,D,4,D,4
22725,VA008,D,4,D,4
22726,VA008,D,4,D,4
22727,VA008,D,4,D,4
22728,VA008,D,4,D,4
22729,VA008,D,4,D,4
22730,VA008,D,4,D,4
22731,VA008,D,4,D,4
22732,VA008,D,4,D,4
22733,VA008,D,4,D,4
22734,VA008,D,4,D,4
22735,VA008,D,4,D,4
22736,VA008,D,4,D,4
22737,MD001,D,4,D,4
22738,VA008,D,4,D,4
22739,VA008,D,4,D,4
22740,VA008,D,4,D,4
22741,VA008,D,4,D,4
22742,VA008,D,4,D,4
22743,VA008,D,4,D,4
22746,VA008,D,4,D,4
22747,VA008,D,4,D,4
22748,VA008,D,4,D,4
22749,VA008,D,4,D,4
22801,VA008,D,4,D,4
22802,VA008,D,4,D,4
22803,VA008,D,4,D,4
22807,VA008,D,4,D,4
22810,VA008,D,4,D,4
22811,VA008,D,8,D,8
22812,VA008,D,4,D,4
22815,VA008,D,4,D,4
22820,VA008,D,8,D,8
22821,VA008,D,4,D,4
22824,VA008,D,4,D,4
22827,VA008,D,4,D,4
22830,VA008,D,8,D,8
22831,VA008,D,4,D,4
22832,VA008,D,4,D,4
22833,VA008,D,4,D,4
22834,VA008,D,4,D,4
22835,VA008,D,4,D,4
22840,VA008,D,4,D,4
22841,VA008,D,4,D,4
22842,VA008,D,4,D,4
22843,VA008,D,4,D,4
22844,VA008,D,4,D,4
22845,VA008,D,4,D,4
22846,VA008,D,4,D,4
22847,VA008,D,4,D,4
22848,VA008,D,4,D,4
22849,VA008,D,4,D,4
22850,VA008,D,4,D,4
22851,VA008,D,4,D,4
22853,VA008,D,4,D,4
22901,VA008,D,4,D,4
22902,VA003,D,4,D,4
22903,VA003,D,4,D,4
22904,VA008,D,4,D,4
22905,VA003,D,4,D,4
22906,VA003,D,4,D,4
22908,VA003,D,4,D,4
22909,VA003,D,4,D,4
22910,VA003,D,4,D,4
22911,VA008,D,4,D,4
22920,VA003,D,4,D,4
22922,VA003,D,4,D,4
22923,VA008,D,4,D,4
22924,VA008,D,4,D,4
22931,VA003,D,4,D,4
22932,VA008,D,4,D,4
22935,VA008,D,4,D,4
22936,VA008,D,4,D,4
22937,VA003,D,4,D,4
22938,VA003,D,4,D,4
22939,VA003,D,4,D,4
22940,VA008,D,4,D,4
22942,VA008,D,4,D,4
22943,VA003,D,4,D,4
22945,VA008,D,4,D,4
22946,VA003,D,4,D,4
22947,VA008,D,4,D,4
22948,VA008,D,4,D,4
22949,VA003,D,4,D,4
22952,VA003,D,4,D,4
22957,VA008,D,4,D,4
22958,VA003,D,4,D,4
22959,VA003,D,4,D,4
22960,VA008,D,4,D,4
22963,VA008,D,4,D,4
22964,VA003,D,4,D,4
22965,VA008,D,4,D,4
22967,VA003,D,4,D,4
22968,VA008,D,4,D,4
22969,VA003,D,4,D,4
22971,VA003,D,4,D,4
22972,VA008,D,4,D,4
22973,VA008,D,4,D,4
22974,VA008,D,4,D,4
22976,VA003,D,4,D,4
22980,VA003,D,4,D,4
22987,VA008,D,4,D,4
22989,VA008,D,4,D,4
23001,VA008,D,4,D,4
23002,VA008,D,3,D,3
23003,VA008,D,4,D,4
23004,VA008,D,4,D,4
23005,VA008,D,3,D,3
23009,VA008,D,3,D,3
23011,VA008,D,3,D,3
23014,VA008,D,3,D,3
23015,VA008,D,3,D,3
23018,VA008,D,4,D,4
23021,VA008,D,4,D,4
23022,VA008,D,4,D,4
23023,VA008,D,3,D,3
23024,VA008,D,3,D,3
23025,VA008,D,4,D,4
23027,VA008,D,3,D,3
23030,VA008,D,3,D,3
23031,VA008,D,4,D,4
23032,VA008,D,4,D,4
23035,VA008,D,4,D,4
23038,VA008,D,3,D,3
23039,VA008,D,3,D,3
23040,VA008,D,3,D,3
23043,VA008,D,4,D,4
23045,VA008,D,4,D,4
23047,VA008,D,3,D,3
23050,VA008,D,4,D,4
23055,VA008,D,4,D,4
23056,VA008,D,4,D,4
23058,VA008,D,8,D,8
23059,VA008,D,3,D,3
23060,VA008,D,3,D,3
23061,VA008,D,4,D,4
23062,VA008,D,4,D,4
23063,VA008,D,3,D,3
23064,VA008,D,4,D,4
23065,VA008,D,3,D,3
23066,VA008,D,4,D,4
23067,VA008,D,3,D,3
23068,VA008,D,4,D,4
23069,VA008,D,3,D,3
23070,VA008,D,4,D,4
23071,VA008,D,4,D,4
23072,VA008,D,4,D,4
23075,VA008,D,3,D,3
23076,VA008,D,4,D,4
23079,VA008,D,4,D,4
23081,VA008,D,4,D,4
23083,VA008,D,3,D,3
23084,VA008,D,4,D,4
23085,VA008,D,4,D,4
23086,VA008,D,3,D,3
23089,VA008,D,3,D,3
23090,VA008,D,4,D,4
23091,VA008,D,4,D,4
23092,VA008,D,4,D,4
23093,VA008,D,4,D,4
23102,VA008,D,3,D,3
23103,VA008,D,3,D,3
23105,VA008,D,3,D,3
23106,VA008,D,3,D,3
23107,VA008,D,4,D,4
23108,VA008,D,4,D,4
23109,VA008,D,4,D,4
23110,VA008,D,3,D,3
23111,VA008,D,3,D,3
23112,VA008,D,3,D,3
23113,VA008,D,3,D,3
23114,VA008,D,3,D,3
23115,VA008,D,3,D,3
23116,VA008,D,3,D,3
23117,VA008,D,4,D,4
23119,VA008,D,4,D,4
23120,VA008,D,3,D,3
23123,VA008,D,4,D,4
23124,VA008,D,3,D,3
23125,VA008,D,4,D,4
23126,VA008,D,3,D,3
23127,VA008,D,3,D,3
23128,VA008,D,4,D,4
23129,VA008,D,3,D,3
23130,VA008,D,4,D,4
23131,VA008,D,4,D,4
23138,VA008,D,4,D,4
23139,VA008,D,3,D,3
23140,VA008,D,3,D,3
23141,VA008,D,3,D,3
23146,VA008,D,3,D,3
23147,VA008,D,3,D,3
23148,VA008,D,3,D,3
23149,VA008,D,4,D,4
23150,VA008,D,3,D,3
23153,VA008,D,3,D,3
23154,VA008,D,4,D,4
23155,VA008,D,4,D,4
23156,VA008,D,3,D,3
23160,VA008,D,3,D,3
23161,VA008,D,3,D,3
23162,VA008,D,3,D,3
23163,VA008,D,4,D,4
23168,VA008,D,3,D,3
23169,VA008,D,4,D,4
23170,VA008,D,4,D,4
23173,VA008,D,3,D,3
23175,VA008,D,4,D,4
23176,VA008,D,4,D,4
23177,VA008,D,3,D,3
23178,VA008,D,4,D,4
23180,VA008,D,4,D,4
23181,VA008,D,3,D,3
23183,VA008,D,4,D,4
23184,VA008,D,4,D,4
23185,VA008,D,4,D,4
23186,VA008,D,4,D,4
23187,VA008,D,4,D,4
23188,VA008,D,4,D,4
23190,VA008,D,4,D,4
23192,VA008,D,3,D,3
23218,VA008,D,8,D,8
23219,VA008,D,3,D,3
23220,VA008,D,3,D,3
23221,VA008,D,3,D,3
23222,VA008,D,3,D,3
23223,VA008,D,3,D,3
23224,VA008,D,3,D,3
23225,VA008,D,3,D,3
23226,VA008,D,3,D,3
23227,VA008,D,3,D,3
23228,VA008,D,3,D,3
23229,VA008,D,3,D,3
23230,VA008,D,3,D,3
23231,VA008,D,3,D,3
23232,VA008,D,3,D,3
23233,VA008,D,3,D,3
23234,VA008,D,3,D,3
23235,VA008,D,3,D,3
23236,VA008,D,3,D,3
23237,VA008,D,3,D,3
23238,VA008,D,3,D,3
23241,VA008,D,3,D,3
23242,VA008,D,3,D,3
23249,VA008,D,3,D,3
23250,VA008,D,3,D,3
23255,VA008,D,3,D,3
23260,VA008,D,8,D,8
23261,VA008,D,8,D,8
23269,VA008,D,3,D,3
23273,VA008,D,3,D,3
23274,VA008,D,3,D,3
23276,VA008,D,3,D,3
23278,VA008,D,3,D,3
23279,VA008,D,3,D,3
23282,VA008,D,3,D,3
23284,VA008,D,3,D,3
23285,VA008,D,8,D,8
23286,VA008,D,3,D,3
23288,VA008,D,3,D,3
23289,VA008,D,3,D,3
23290,VA008,D,3,D,3
23291,VA008,D,3,D,3
23292,VA008,D,3,D,3
23293,VA008,D,3,D,3
23294,VA008,D,3,D,3
23295,VA008,D,3,D,3
23297,VA008,D,3,D,3
23298,VA008,D,3,D,3
23301,VA008,D,8,D,8
23302,VA008,D,8,D,8
23303,VA008,D,8,D,8
23304,VA008,D,4,D,4
23306,VA008,D,8,D,8
23307,VA008,D,4,D,4
23308,VA008,D,8,D,8
23310,VA008,D,4,D,4
23313,VA008,D,4,D,4
23314,VA008,D,4,D,4
23315,VA008,D,4,D,4
23316,VA008,D,4,D,4
23320,VA008,D,4,D,4
23321,VA008,D,4,D,4
23322,VA008,D,4,D,4
23323,VA008,D,4,D,4
23324,VA008,D,4,D,4
23325,VA008,D,4,D,4
23326,VA008,D,4,D,4
23327,VA008,D,8,D,8
23328,VA008,D,8,D,8
23336,VA008,D,8,D,8
23337,VA008,D,8,D,8
23341,VA008,D,8,D,8
23345,VA008,D,8,D,8
23347,VA008,D,4,D,4
23350,VA008,D,4,D,4
23354,VA008,D,4,D,4
23356,VA008,D,8,D,8
23357,VA008,D,8,D,8
23358,VA008,D,8,D,8
23359,VA008,D,8,D,8
23389,VA008,D,8,D,8
23395,VA008,D,8,D,8
23396,VA008,D,8,D,8
23397,VA008,D,4,D,4
23398,VA008,D,8,D,8
23399,VA008,D,8,D,8
23401,VA008,D,8,D,8
23404,VA008,D,8,D,8
23405,VA008,D,4,D,4
23407,VA008,D,8,D,8
23408,VA008,D,4,D,4
23409,VA008,D,8,D,8
23410,VA008,D,8,D,8
23412,VA008,D,8,D,8
23413,VA008,D,4,D,4
23414,VA008,D,8,D,8
23415,VA008,D,8,D,8
23416,VA008,D,8,D,8
23417,VA008,D,8,D,8
23418,VA008,D,8,D,8
23419,VA008,D,4,D,4
23420,VA008,D,8,D,8
23421,VA008,D,8,D,8
23422,VA008,D,8,D,8
23423,VA008,D,8,D,8
23424,VA008,D,4,D,4
23426,VA008,D,8,D,8
23427,VA008,D,8,D,8
23429,VA008,D,4,D,4
23430,VA008,D,4,D,4
23431,VA008,D,8,D,8
23432,VA008,D,4,D,4
23433,VA008,D,4,D,4
23434,VA008,D,4,D,4
23435,VA008,D,4,D,4
23436,VA008,D,4,D,4
23437,VA008,D,4,D,4
23438,VA008,D,4,D,4
23439,VA008,D,8,D,8
23440,VA008,D,4,D,4
23441,VA008,D,8,D,8
23442,VA008,D,8,D,8
23443,VA008,D,4,D,4
23450,VA008,D,8,D,8
23451,VA008,D,4,D,4
23452,VA008,D,4,D,4
23453,VA008,D,4,D,4
23454,VA008,D,4,D,4
23455,VA008,D,4,D,4
23456,VA008,D,4,D,4
23457,VA008,D,4,D,4
23459,VA008,D,4,D,4
23460,VA008,D,4,D,4
23461,VA008,D,4,D,4
23462,VA008,D,4,D,4
23463,VA008,D,4,D,4
23464,VA008,D,4,D,4
23465,VA008,D,4,D,4
23466,VA008,D,8,D,8
23467,VA008,D,8,D,8
23471,VA008,D,8,D,8
23479,VA008,D,4,D,4
23480,VA008,D,8,D,8
23482,VA008,D,8,D,8
23483,VA008,D,8,D,8
23486,VA008,D,4,D,4
23487,VA008,D,4,D,4
23488,VA008,D,8,D,8
23501,VA008,D,4,D,4
23502,VA008,D,4,D,4
23503,VA008,D,4,D,4
23504,VA008,D,4,D,4
23505,VA008,D,4,D,4
23507,VA008,D,4,D,4
23508,VA008,D,4,D,4
23509,VA008,D,4,D,4
23510,VA008,D,4,D,4
23511,VA008,D,4,D,4
23513,VA008,D,4,D,4
23514,VA008,D,4,D,4
23515,VA008,D,4,D,4
23517,VA008,D,4,D,4
23518,VA008,D,4,D,4
23519,VA008,D,4,D,4
23523,VA008,D,4,D,4
23529,VA008,D,4,D,4
23541,VA008,D,8,D,8
23551,VA008,D,4,D,4
23601,VA008,D,4,D,4
23602,VA008,D,4,D,4
23603,VA008,D,4,D,4
23604,VA008,D,4,D,4
23605,VA008,D,4,D,4
23606,VA008,D,4,D,4
23607,VA008,D,4,D,4
23608,VA008,D,4,D,4
23609,VA008,D,8,D,8
23612,VA008,D,8,D,8
23628,VA008,D,4,D,4
23630,VA008,D,4,D,4
23651,VA008,D,4,D,4
23661,VA008,D,4,D,4
23662,VA008,D,4,D,4
23663,VA008,D,4,D,4
23664,VA008,D,4,D,4
23665,VA008,D,4,D,4
23666,VA008,D,4,D,4
23667,VA008,D,4,D,4
23668,VA008,D,4,D,4
23669,VA008,D,4,D,4
23670,VA008,D,4,D,4
23681,VA008,D,4,D,4
23690,VA008,D,4,D,4
23691,VA008,D,4,D,4
23692,VA008,D,4,D,4
23693,VA008,D,4,D,4
23694,VA008,D,4,D,4
23696,VA008,D,4,D,4
23701,VA008,D,4,D,4
23702,VA008,D,4,D,4
23703,VA008,D,4,D,4
23704,VA008,D,4,D,4
23705,VA008,D,8,D,8
23707,VA008,D,4,D,4
23708,VA008,D,4,D,4
23709,VA008,D,4,D,4
23801,VA008,D,3,D,3
23803,VA008,D,3,D,3
23804,VA008,D,3,D,3
23805,VA008,D,3,D,3
23806,VA008,D,3,D,3
23821,VA008,D,4,D,4
23822,VA008,D,8,D,8
23824,VA008,D,4,D,4
23827,VA008,D,4,D,4
23828,VA008,D,4,D,4
23829,VA008,D,4,D,4
23830,VA008,D,3,D,3
23831,VA008,D,3,D,3
23832,VA008,D,3,D,3
23833,VA008,D,3,D,3
23834,VA008,D,3,D,3
23836,VA008,D,3,D,3
23837,VA008,D,4,D,4
23838,VA008,D,3,D,3
23839,VA008,D,4,D,4
23840,VA008,D,3,D,3
23841,VA008,D,3,D,3
23842,VA008,D,3,D,3
23843,VA008,D,4,D,4
