LOWZIP,HIGHZIP,TERMINAL,SERV_IN,SERV_OUT,DAYS_IN,DAYS_OUT
26808,26808,MD001,D,4,4,D
26810,26812,MD001,D,8,8,D
26814,26815,WV001,D,8,8,D
26817,26817,MD001,D,4,4,D
26818,26818,MD001,D,8,8,D
26823,26823,MD001,D,4,4,D
26833,26847,MD001,D,8,8,D
26851,26851,MD001,D,4,4,D
26852,26855,MD001,D,8,8,D
26865,26865,MD001,D,4,4,D
26866,26886,WV001,D,8,8,D
27006,27012,NC001,D,4,4,D
27013,27013,NC001,D,3,3,D
27014,27030,NC001,D,4,4,D
27031,27031,NC001,D,8,8,D
27040,27101,NC001,D,4,4,D
27102,27102,NC001,D,8,8,D
27103,27111,NC001,D,4,4,D
27113,27120,NC001,D,8,8,D
27127,27127,NC001,D,4,4,D
27130,27130,NC001,D,8,8,D
27150,27199,NC001,D,4,4,D
27201,27201,NC003,D,3,3,D
27202,27203,NC003,D,4,4,D
27204,27204,NC003,D,8,8,D
27205,27205,NC003,D,4,4,D
27207,27207,NC003,D,3,3,D
27208,27212,NC003,D,4,4,D
27213,27213,NC003,D,3,3,D
27214,27214,NC003,D,4,4,D
27215,27215,NC003,D,3,3,D
27216,27216,NC003,D,8,8,D
27217,27228,NC003,D,3,3,D
27229,27230,NC003,D,4,4,D
27231,27231,NC003,D,3,3,D
27233,27235,NC003,D,4,4,D
27237,27237,NC003,D,3,3,D
27239,27239,NC001,D,4,4,D
27242,27242,NC003,D,4,4,D
27243,27244,NC003,D,3,3,D
27247,27248,NC003,D,4,4,D
27249,27258,NC003,D,3,3,D
27259,27260,NC003,D,4,4,D
27261,27261,NC003,D,8,8,D
27262,27268,NC003,D,4,4,D
27278,27278,NC003,D,3,3,D
27281,27288,NC003,D,4,4,D
27289,27289,NC003,D,8,8,D
27291,27291,NC003,D,4,4,D
27292,27295,NC001,D,4,4,D
27298,27298,NC003,D,4,4,D
27299,27299,NC001,D,3,3,D
27301,27301,NC003,D,4,4,D
27302,27302,NC003,D,3,3,D
27305,27311,NC003,D,4,4,D
27312,27312,NC003,D,3,3,D
27313,27313,NC003,D,4,4,D
27314,27314,NC003,D,3,3,D
27315,27320,NC003,D,4,4,D
27323,27323,NC003,D,8,8,D
27325,27326,NC003,D,4,4,D
27330,27330,NC003,D,3,3,D
27331,27331,NC003,D,8,8,D
27332,27332,NC003,D,4,4,D
27340,27340,NC003,D,3,3,D
27341,27341,NC003,D,4,4,D
27342,27342,NC003,D,3,3,D
27343,27343,NC003,D,4,4,D
27344,27344,NC003,D,3,3,D
27349,27350,NC003,D,4,4,D
27351,27351,NC001,D,4,4,D
27355,27355,NC003,D,3,3,D
27356,27358,NC003,D,4,4,D
27359,27359,NC003,D,3,3,D
27360,27360,NC001,D,4,4,D
27361,27361,NC001,D,8,8,D
27370,27371,NC003,D,4,4,D
27373,27374,NC001,D,4,4,D
27375,27376,NC003,D,4,4,D
27377,27377,NC003,D,3,3,D
27379,27401,NC003,D,4,4,D
27402,27402,NC003,D,8,8,D
27403,27403,NC003,D,4,4,D
27404,27404,NC003,D,8,8,D
27405,27413,NC003,D,4,4,D
27415,27419,NC003,D,8,8,D
27420,27420,NC003,D,4,4,D
27425,27438,NC003,D,8,8,D
27455,27499,NC003,D,4,4,D
27501,27503,NC003,D,3,3,D
27504,27505,NC003,D,4,4,D
27506,27506,NC003,D,3,3,D
27507,27507,NC003,D,4,4,D
27508,27511,NC003,D,3,3,D
27512,27512,NC003,D,8,8,D
27513,27514,NC003,D,3,3,D
27515,27515,NC003,D,8,8,D
27516,27523,NC003,D,3,3,D
27524,27524,NC003,D,4,4,D
27525,27529,NC003,D,3,3,D
27530,27531,NC003,D,4,4,D
27532,27533,NC003,D,8,8,D
27534,27534,NC003,D,4,4,D
27536,27536,NC003,D,3,3,D
27537,27537,NC003,D,4,4,D
27539,27540,NC003,D,3,3,D
27541,27542,NC003,D,4,4,D
27543,27549,NC003,D,3,3,D
27551,27551,NC003,D,4,4,D
27552,27552,NC003,D,3,3,D
27553,27556,NC003,D,4,4,D
27557,27562,NC003,D,3,3,D
27563,27563,NC003,D,4,4,D
27565,27565,NC003,D,3,3,D
27568,27570,NC003,D,4,4,D
27571,27574,NC003,D,3,3,D
27576,27577,NC003,D,4,4,D
27581,27583,NC003,D,3,3,D
27584,27586,NC003,D,4,4,D
27587,27587,NC003,D,3,3,D
27588,27588,NC003,D,8,8,D
27589,27589,NC003,D,4,4,D
27591,27593,NC003,D,3,3,D
27594,27594,NC003,D,4,4,D
27596,27601,NC003,D,3,3,D
27602,27602,NC003,D,8,8,D
27603,27617,NC003,D,3,3,D
27619,27622,NC003,D,8,8,D
27623,27623,NC003,D,3,3,D
27624,27627,NC003,D,8,8,D
27628,27628,NC003,D,3,3,D
27629,27629,NC003,D,8,8,D
27634,27635,NC003,D,3,3,D
27636,27636,NC003,D,8,8,D
27640,27640,NC003,D,3,3,D
27650,27650,NC003,D,8,8,D
27656,27656,NC003,D,3,3,D
27658,27661,NC003,D,8,8,D
27668,27668,NC003,D,3,3,D
27675,27675,NC003,D,8,8,D
27676,27713,NC003,D,3,3,D
27715,27722,NC003,D,8,8,D
27801,27801,NC003,D,4,4,D
27802,27802,NC003,D,8,8,D
27803,27809,NC003,D,4,4,D
27810,27810,NC003,D,8,8,D
27811,27817,NC003,D,4,4,D
27818,27818,NC003,D,8,8,D
27819,27823,NC003,D,4,4,D
27824,27824,NC003,D,8,8,D
27825,27825,NC003,D,4,4,D
27826,27826,NC003,D,8,8,D
27827,27832,NC003,D,4,4,D
27833,27833,NC003,D,8,8,D
27834,27834,NC003,D,4,4,D
27835,27836,NC003,D,8,8,D
27837,27858,NC003,D,4,4,D
27860,27860,NC003,D,8,8,D
27861,27874,NC003,D,4,4,D
27875,27875,NC003,D,8,8,D
27876,27884,NC003,D,4,4,D
27885,27885,NC003,D,8,8,D
27886,27893,NC003,D,4,4,D
27894,27895,NC003,D,8,8,D
27896,27897,NC003,D,4,4,D
27906,27909,NC003,D,8,8,D
27910,27910,NC003,D,4,4,D
27915,27941,NC003,D,8,8,D
27942,27942,NC003,D,4,4,D
27943,27956,NC003,D,8,8,D
27957,27957,NC003,D,4,4,D
27958,27960,NC003,D,8,8,D
27962,27962,NC003,D,4,4,D
27964,27969,NC003,D,8,8,D
27970,27970,NC003,D,4,4,D
27972,27982,NC003,D,8,8,D
27983,27983,NC003,D,4,4,D
27985,27986,NC003,D,8,8,D
28001,28001,NC001,D,3,3,D
28002,28002,NC001,D,8,8,D
28006,28006,NC001,D,3,3,D
28007,28009,NC001,D,4,4,D
28010,28016,NC001,D,3,3,D
28017,28020,NC001,D,4,4,D
28021,28023,NC001,D,3,3,D
28024,28024,NC001,D,4,4,D
28025,28039,NC001,D,3,3,D
28040,28040,NC001,D,4,4,D
28041,28041,NC001,D,3,3,D
28042,28043,NC001,D,4,4,D
28052,28054,NC001,D,3,3,D
28055,28055,NC001,D,8,8,D
28056,28056,NC001,D,3,3,D
28070,28070,NC001,D,8,8,D
28071,28073,NC001,D,3,3,D
28074,28074,NC001,D,4,4,D
28075,28075,NC001,D,3,3,D
28076,28076,NC001,D,4,4,D
28077,28081,NC001,D,3,3,D
28082,28082,NC001,D,8,8,D
28083,28088,NC001,D,3,3,D
28089,28091,NC001,D,4,4,D
28092,28101,NC001,D,3,3,D
28102,28102,NC001,D,4,4,D
28103,28110,NC001,D,3,3,D
28111,28111,NC001,D,8,8,D
28112,28112,NC001,D,3,3,D
28114,28114,NC001,D,4,4,D
28115,28117,NC001,D,3,3,D
28119,28119,NC001,D,4,4,D
28120,28126,NC001,D,3,3,D
28127,28128,NC001,D,4,4,D
28129,28135,NC001,D,3,3,D
28136,28136,NC001,D,4,4,D
28137,28138,NC001,D,3,3,D
28139,28139,NC001,D,4,4,D
28144,28144,NC001,D,3,3,D
28145,28145,NC001,D,8,8,D
28146,28150,NC001,D,3,3,D
28151,28151,NC001,D,8,8,D
28152,28159,NC001,D,3,3,D
28160,28160,NC001,D,4,4,D
28163,28166,NC001,D,3,3,D
28167,28168,NC001,D,4,4,D
28169,28169,NC001,D,3,3,D
28170,28170,NC001,D,4,4,D
28173,28217,NC001,D,3,3,D
28218,28222,NC001,D,8,8,D
28223,28223,NC001,D,3,3,D
28224,28224,NC001,D,8,8,D
28226,28228,NC001,D,3,3,D
28229,28241,NC001,D,8,8,D
28242,28246,NC001,D,3,3,D
28247,28247,NC001,D,8,8,D
28253,28255,NC001,D,3,3,D
28256,28256,NC001,D,8,8,D
28258,28258,NC001,D,3,3,D
28260,28260,NC001,D,8,8,D
28262,28263,NC001,D,3,3,D
28265,28266,NC001,D,8,8,D
28269,28270,NC001,D,3,3,D
28271,28272,NC001,D,8,8,D
28273,28274,NC001,D,3,3,D
28275,28275,NC001,D,8,8,D
28277,28296,NC001,D,3,3,D
28297,28297,NC001,D,8,8,D
28299,28299,NC001,D,3,3,D
28301,28308,NC003,D,4,4,D
28309,28309,NC003,D,8,8,D
28310,28320,NC003,D,4,4,D
28323,28323,NC003,D,3,3,D
28325,28328,NC003,D,4,4,D
28329,28329,NC003,D,8,8,D
28330,28330,NC001,D,4,4,D
28331,28337,NC003,D,4,4,D
28338,28338,NC001,D,4,4,D
28339,28342,NC003,D,4,4,D
28343,28343,NC001,D,4,4,D
28344,28344,NC003,D,4,4,D
28345,28347,NC001,D,4,4,D
28348,28350,NC003,D,4,4,D
28351,28352,NC001,D,4,4,D
28353,28353,NC001,D,8,8,D
28355,28358,NC003,D,4,4,D
28359,28359,NC003,D,8,8,D
28360,28362,NC003,D,4,4,D
28363,28363,NC001,D,4,4,D
28364,28366,NC003,D,4,4,D
28367,28367,NC001,D,4,4,D
28368,28369,NC003,D,4,4,D
28370,28370,NC003,D,8,8,D
28371,28372,NC003,D,4,4,D
28373,28373,NC001,D,4,4,D
28374,28378,NC003,D,4,4,D
28379,28379,NC001,D,4,4,D
28380,28380,NC001,D,8,8,D
28382,28387,NC003,D,4,4,D
28388,28388,NC003,D,8,8,D
28390,28399,NC003,D,4,4,D
28401,28402,NC003,D,8,8,D
28403,28403,NC003,D,4,4,D
28404,28404,NC003,D,8,8,D
28405,28405,NC003,D,4,4,D
28406,28410,NC003,D,8,8,D
28411,28411,NC003,D,4,4,D
28412,28420,NC003,D,8,8,D
28421,28421,NC003,D,4,4,D
28422,28422,NC003,D,8,8,D
28423,28423,NC003,D,4,4,D
28424,28424,NC003,D,8,8,D
28425,28425,NC003,D,4,4,D
28428,28428,NC003,D,8,8,D
28429,28431,NC003,D,4,4,D
28432,28432,NC003,D,8,8,D
28433,28435,NC003,D,4,4,D
28436,28436,NC003,D,8,8,D
28438,28441,NC003,D,4,4,D
28442,28442,NC003,D,8,8,D
28443,28444,NC003,D,4,4,D
28445,28445,NC003,D,8,8,D
28447,28448,NC003,D,4,4,D
28449,28452,NC003,D,8,8,D
28453,28454,NC003,D,4,4,D
28455,28455,NC003,D,8,8,D
28456,28458,NC003,D,4,4,D
28459,28463,NC003,D,8,8,D
28464,28464,NC003,D,4,4,D
28465,28465,NC003,D,8,8,D
28466,28466,NC003,D,4,4,D
28467,28470,NC003,D,8,8,D
28472,28478,NC003,D,4,4,D
28479,28480,NC003,D,8,8,D
28501,28501,NC003,D,4,4,D
28502,28503,NC003,D,8,8,D
28504,28508,NC003,D,4,4,D
28509,28512,NC003,D,8,8,D
28513,28513,NC003,D,4,4,D
28515,28516,NC003,D,8,8,D
28518,28519,NC003,D,4,4,D
28520,28520,NC003,D,8,8,D
28521,28523,NC003,D,4,4,D
28524,28524,NC003,D,8,8,D
28525,28527,NC003,D,4,4,D
28528,28528,NC003,D,8,8,D
28529,28530,NC003,D,4,4,D
28531,28537,NC003,D,8,8,D
28538,28538,NC003,D,4,4,D
28539,28539,NC003,D,8,8,D
28540,28551,NC003,D,4,4,D
28552,28553,NC003,D,8,8,D
28554,28555,NC003,D,4,4,D
28556,28557,NC003,D,8,8,D
28560,28560,NC003,D,4,4,D
28561,28561,NC003,D,8,8,D
28562,28563,NC003,D,4,4,D
28564,28571,NC003,D,8,8,D
28572,28574,NC003,D,4,4,D
28575,28577,NC003,D,8,8,D
28578,28578,NC003,D,4,4,D
28579,28579,NC003,D,8,8,D
28580,28580,NC003,D,4,4,D
28581,28584,NC003,D,8,8,D
28585,28586,NC003,D,4,4,D
28587,28589,NC003,D,8,8,D
28590,28590,NC003,D,4,4,D
28594,28594,NC003,D,8,8,D
28601,28609,NC001,D,4,4,D
28610,28610,NC001,D,3,3,D
28611,28612,NC001,D,4,4,D
28613,28613,NC001,D,3,3,D
28615,28624,NC001,D,4,4,D
28625,28625,NC001,D,3,3,D
28626,28649,NC001,D,4,4,D
28650,28650,NC001,D,3,3,D
28651,28657,NC001,D,4,4,D
28658,28658,NC001,D,3,3,D
28659,28659,NC001,D,4,4,D
28660,28660,NC001,D,3,3,D
28661,28672,NC001,D,4,4,D
28673,28673,NC001,D,3,3,D
28675,28676,NC001,D,4,4,D
28677,28678,NC001,D,3,3,D
28679,28679,NC001,D,4,4,D
28680,28680,NC001,D,8,8,D
28681,28681,NC001,D,4,4,D
28682,28682,NC001,D,3,3,D
28683,28683,NC001,D,4,4,D
28684,28684,NC003,D,8,8,D
28685,28685,NC001,D,4,4,D
28687,28687,NC001,D,8,8,D
28688,28688,NC001,D,3,3,D
28689,28698,NC001,D,4,4,D
28699,28699,NC001,D,3,3,D
28701,28701,NC001,D,4,4,D
28702,28702,NC001,D,8,8,D
28704,28705,NC001,D,4,4,D
28707,28708,NC001,D,8,8,D
28709,28712,NC001,D,4,4,D
28713,28713,NC001,D,8,8,D
28714,28716,NC001,D,4,4,D
28717,28717,NC001,D,8,8,D
28718,28718,NC001,D,4,4,D
28719,28719,NC001,D,8,8,D
28720,28722,NC001,D,4,4,D
28723,28723,NC001,D,8,8,D
28724,28724,NC001,D,4,4,D
28725,28725,NC001,D,8,8,D
28726,28732,NC001,D,4,4,D
28733,28734,NC001,D,8,8,D
28735,28735,NC001,D,4,4,D
28736,28736,NC001,D,8,8,D
28737,28740,NC001,D,4,4,D
28741,28741,NC001,D,8,8,D
28742,28742,NC001,D,4,4,D
28743,28744,NC001,D,8,8,D
28745,28746,NC001,D,4,4,D
28747,28747,NC001,D,8,8,D
28748,28750,NC001,D,4,4,D
28751,28751,NC001,D,8,8,D
28752,28762,NC001,D,4,4,D
28763,28763,NC001,D,8,8,D
28765,28770,NC001,D,4,4,D
28771,28771,NC001,D,8,8,D
28772,28773,NC001,D,4,4,D
28774,28775,NC001,D,8,8,D
28776,28778,NC001,D,4,4,D
28779,28781,NC001,D,8,8,D
28782,28782,NC001,D,4,4,D
28783,28783,NC001,D,8,8,D
28784,28787,NC001,D,4,4,D
28788,28789,NC001,D,8,8,D
28790,28792,NC001,D,4,4,D
28793,28793,NC001,D,8,8,D
28801,28801,NC001,D,4,4,D
28802,28802,NC001,D,8,8,D
28803,28810,NC001,D,4,4,D
28813,28816,NC001,D,8,8,D
28901,28909,GA006,D,4,4,D
29001,29001,SC003,D,4,4,D
29002,29002,SC003,D,3,3,D
29003,29003,SC003,D,4,4,D
29006,29006,SC003,D,3,3,D
29009,29010,SC003,D,4,4,D
29014,29015,NC001,D,4,4,D
29016,29016,SC003,D,3,3,D
29018,29018,SC003,D,4,4,D
29020,29020,SC003,D,3,3,D
29021,29021,NC001,D,8,8,D
29030,29030,SC003,D,3,3,D
29031,29031,NC001,D,4,4,D
29032,29032,SC003,D,4,4,D
29033,29036,SC003,D,3,3,D
29037,29039,SC003,D,4,4,D
29040,29040,SC003,D,3,3,D
29041,29041,SC003,D,4,4,D
29042,29045,SC003,D,3,3,D
29046,29047,SC003,D,4,4,D
29048,29048,SC001,D,4,4,D
29051,29051,SC003,D,4,4,D
29052,29054,SC003,D,3,3,D
29055,29055,NC001,D,4,4,D
29056,29056,SC001,D,4,4,D
29058,29058,NC001,D,4,4,D
29059,29059,SC001,D,4,4,D
29061,29065,SC003,D,3,3,D
29067,29067,NC001,D,4,4,D
29069,29069,SC003,D,4,4,D
29070,29073,SC003,D,3,3,D
29074,29074,NC001,D,4,4,D
29075,29078,SC003,D,3,3,D
29079,29079,NC001,D,4,4,D
29080,29081,SC003,D,4,4,D
29082,29082,SC001,D,4,4,D
29101,29101,NC001,D,4,4,D
29102,29104,SC003,D,4,4,D
29105,29108,SC003,D,3,3,D
29111,29111,SC003,D,4,4,D
29112,29113,SC003,D,3,3,D
29114,29114,SC003,D,4,4,D
29115,29115,SC003,D,3,3,D
29116,29116,SC003,D,8,8,D
29117,29118,SC003,D,3,3,D
29122,29122,NC001,D,4,4,D
29123,29123,SC003,D,3,3,D
29125,29125,SC003,D,4,4,D
29126,29132,SC003,D,3,3,D
29133,29133,SC003,D,4,4,D
29135,29138,SC003,D,3,3,D
29142,29143,SC003,D,4,4,D
29145,29146,SC003,D,3,3,D
29147,29147,NC001,D,4,4,D
29148,29148,SC003,D,4,4,D
29150,29150,SC003,D,3,3,D
29151,29151,SC003,D,8,8,D
29152,29160,SC003,D,3,3,D
29161,29162,SC003,D,4,4,D
29163,29163,SC001,D,4,4,D
29164,29170,SC003,D,3,3,D
29171,29171,SC003,D,8,8,D
29172,29172,SC003,D,3,3,D
29175,29175,NC001,D,4,4,D
29177,29177,SC003,D,3,3,D
29178,29178,NC001,D,4,4,D
29180,29201,SC003,D,3,3,D
29202,29202,NC001,D,4,4,D
29203,29210,SC003,D,3,3,D
29211,29211,SC003,D,8,8,D
29212,29220,SC003,D,3,3,D
29221,29221,SC003,D,8,8,D
29222,29223,SC003,D,3,3,D
29224,29224,SC003,D,8,8,D
29225,29225,NC001,D,4,4,D
29226,29227,SC003,D,3,3,D
29228,29228,SC003,D,8,8,D
29229,29229,SC003,D,3,3,D
29230,29292,SC003,D,8,8,D
29301,29324,NC001,D,4,4,D
29325,29325,SC003,D,4,4,D
29329,29331,NC001,D,4,4,D
29332,29332,SC003,D,4,4,D
29333,29341,NC001,D,4,4,D
29342,29342,NC001,D,8,8,D
29346,29349,NC001,D,4,4,D
29351,29351,SC003,D,4,4,D
29353,29353,NC001,D,4,4,D
29355,29355,SC003,D,4,4,D
29356,29356,NC001,D,4,4,D
29360,29360,SC003,D,4,4,D
29364,29369,NC001,D,4,4,D
29370,29370,SC003,D,4,4,D
29372,29379,NC001,D,4,4,D
29384,29384,SC003,D,4,4,D
29385,29395,NC001,D,4,4,D
29401,29401,SC001,D,4,4,D
29402,29402,SC001,D,8,8,D
29403,29412,SC001,D,4,4,D
29413,29413,SC001,D,8,8,D
29414,29414,SC001,D,4,4,D
29415,29417,SC001,D,8,8,D
29418,29418,SC001,D,4,4,D
29419,29419,SC001,D,8,8,D
29420,29420,SC001,D,4,4,D
29422,29423,SC001,D,8,8,D
29424,29431,SC001,D,4,4,D
29432,29432,SC003,D,4,4,D
29433,29440,SC001,D,4,4,D
29442,29442,SC001,D,8,8,D
29445,29456,SC001,D,4,4,D
29457,29457,SC001,D,8,8,D
29458,29464,SC001,D,4,4,D
29465,29465,SC001,D,8,8,D
29466,29483,SC001,D,4,4,D
29484,29484,SC001,D,8,8,D
29485,29492,SC001,D,4,4,D
29493,29493,NC001,D,8,8,D
29501,29502,SC001,D,4,4,D
29503,29504,SC001,D,8,8,D
29505,29511,SC001,D,4,4,D
29512,29516,NC001,D,4,4,D
29518,29519,SC001,D,4,4,D
29520,29525,NC001,D,4,4,D
29526,29527,SC001,D,4,4,D
29528,29528,SC001,D,8,8,D
29530,29530,SC001,D,4,4,D
29532,29532,SC003,D,4,4,D
29536,29536,NC001,D,4,4,D
29540,29540,SC003,D,4,4,D
29541,29546,SC001,D,4,4,D
29547,29547,NC001,D,4,4,D
29550,29550,SC003,D,4,4,D
29551,29551,SC003,D,8,8,D
29554,29564,SC001,D,4,4,D
29565,29565,NC001,D,4,4,D
29566,29566,SC001,D,8,8,D
29567,29567,NC001,D,4,4,D
29568,29568,SC001,D,8,8,D
29569,29569,SC001,D,4,4,D
29570,29570,NC001,D,4,4,D
29571,29571,SC001,D,4,4,D
29572,29572,SC001,D,8,8,D
29574,29574,SC001,D,4,4,D
29575,29576,SC001,D,8,8,D
29577,29577,SC001,D,4,4,D
29578,29578,SC001,D,8,8,D
29579,29581,SC001,D,4,4,D
29582,29582,SC001,D,8,8,D
29583,29583,SC001,D,4,4,D
29584,29584,NC001,D,4,4,D
29585,29585,SC001,D,4,4,D
29587,29587,SC001,D,8,8,D
29588,29592,SC001,D,4,4,D
29593,29596,NC001,D,4,4,D
29597,29598,SC001,D,8,8,D
29601,29617,NC001,D,4,4,D
29620,29620,NC001,D,8,8,D
29621,29621,NC001,D,4,4,D
29622,29622,NC001,D,8,8,D
29623,29626,NC001,D,4,4,D
29627,29627,SC003,D,4,4,D
29628,29628,NC001,D,8,8,D
29630,29632,NC001,D,4,4,D
29633,29633,NC001,D,8,8,D
29634,29636,NC001,D,4,4,D
29638,29638,SC003,D,4,4,D
29639,29640,NC001,D,4,4,D
29641,29641,NC001,D,8,8,D
29642,29644,NC001,D,4,4,D
29645,29647,SC003,D,4,4,D
29648,29648,SC003,D,8,8,D
29649,29649,SC003,D,4,4,D
29650,29651,NC001,D,4,4,D
29652,29652,NC001,D,8,8,D
29653,29654,SC003,D,4,4,D
29655,29657,NC001,D,4,4,D
29658,29659,NC001,D,8,8,D
29661,29662,NC001,D,4,4,D
29664,29664,NC001,D,8,8,D
29665,29665,NC001,D,4,4,D
29666,29666,SC003,D,4,4,D
29667,29678,NC001,D,4,4,D
29679,29679,NC001,D,8,8,D
29680,29691,NC001,D,4,4,D
29692,29692,SC003,D,4,4,D
29693,29693,NC001,D,4,4,D
29695,29695,SC003,D,4,4,D
29696,29697,NC001,D,4,4,D
29702,29704,NC001,D,3,3,D
29706,29706,NC001,D,4,4,D
29707,29708,NC001,D,3,3,D
29709,29709,NC001,D,4,4,D
29710,29716,NC001,D,3,3,D
29717,29718,NC001,D,4,4,D
29720,29720,NC001,D,3,3,D
29721,29721,NC001,D,8,8,D
29722,29726,NC001,D,3,3,D
29727,29727,NC001,D,4,4,D
29728,29730,NC001,D,3,3,D
29731,29731,NC001,D,8,8,D
29732,29734,NC001,D,3,3,D
29741,29741,NC001,D,4,4,D
29742,29742,NC001,D,3,3,D
29743,29743,NC001,D,4,4,D
29744,29745,NC001,D,3,3,D
29801,29801,SC003,D,4,4,D
29802,29802,SC003,D,8,8,D
29803,29803,SC003,D,4,4,D
29804,29804,SC003,D,8,8,D
29805,29805,SC003,D,3,3,D
29808,29816,SC003,D,4,4,D
29817,29817,SC003,D,3,3,D
29819,29826,SC003,D,4,4,D
29827,29827,SC001,D,4,4,D
29828,29831,SC003,D,4,4,D
29832,29832,SC003,D,3,3,D
29834,29839,SC003,D,4,4,D
29840,29840,NC001,D,8,8,D
29841,29845,SC003,D,4,4,D
29846,29846,NC001,D,8,8,D
29847,29853,SC003,D,4,4,D
29856,29856,SC003,D,3,3,D
29860,29860,SC003,D,4,4,D
29861,29861,SC003,D,8,8,D
29899,29899,SC003,D,4,4,D
29901,29902,SC001,D,4,4,D
29903,29903,SC001,D,8,8,D
29904,29909,SC001,D,4,4,D
29910,29910,SC001,D,8,8,D
29911,29912,SC001,D,4,4,D
29913,29913,NC001,D,8,8,D
29914,29914,SC001,D,4,4,D
29915,29915,SC001,D,8,8,D
29916,29924,SC001,D,4,4,D
29925,29926,SC001,D,8,8,D
29927,29927,SC001,D,4,4,D
29928,29928,SC001,D,8,8,D
29929,29932,SC001,D,4,4,D
29933,29933,NC001,D,8,8,D
29934,29936,SC001,D,4,4,D
29938,29938,SC001,D,8,8,D
29939,29945,SC001,D,4,4,D
30002,30002,GA002,D,3,3,D
30003,30003,GA002,D,8,8,D
30004,30004,GA002,D,4,4,D
30005,30005,GA002,D,3,3,D
30006,30006,GA002,D,8,8,D
30007,30009,GA002,D,3,3,D
30010,30010,GA002,D,8,8,D
30011,30011,GA002,D,4,4,D
30012,30014,GA002,D,3,3,D
30015,30015,GA002,D,8,8,D
30016,30022,GA002,D,3,3,D
30023,30023,GA002,D,8,8,D
30024,30026,GA002,D,3,3,D
30028,30028,GA002,D,4,4,D
30029,30029,GA002,D,8,8,D
30030,30030,GA002,D,3,3,D
30031,30031,GA002,D,8,8,D
30032,30035,GA002,D,3,3,D
30036,30037,GA002,D,8,8,D
30038,30039,GA002,D,3,3,D
30040,30041,GA002,D,4,4,D
30042,30042,GA002,D,8,8,D
30043,30048,GA002,D,3,3,D
30049,30049,GA002,D,8,8,D
30052,30060,GA002,D,3,3,D
30061,30061,GA002,D,8,8,D
30062,30064,GA002,D,3,3,D
30065,30065,GA002,D,8,8,D
30066,30076,GA002,D,3,3,D
30077,30077,GA002,D,8,8,D
30078,30080,GA002,D,3,3,D
30081,30081,GA002,D,8,8,D
30082,30084,GA002,D,3,3,D
30085,30086,GA002,D,8,8,D
30087,30090,GA002,D,3,3,D
30091,30091,GA002,D,8,8,D
30092,30102,GA002,D,3,3,D
30103,30105,GA006,D,4,4,D
30106,30106,GA002,D,3,3,D
30107,30110,GA002,D,4,4,D
30111,30111,GA002,D,3,3,D
30112,30112,GA002,D,8,8,D
30113,30121,GA002,D,4,4,D
30122,30122,GA002,D,3,3,D
30123,30125,GA006,D,4,4,D
30126,30127,GA002,D,3,3,D
30129,30129,GA006,D,4,4,D
30132,30135,GA002,D,3,3,D
30137,30137,GA002,D,4,4,D
30138,30139,GA006,D,4,4,D
30140,30140,GA002,D,4,4,D
30141,30141,GA002,D,3,3,D
30142,30143,GA002,D,4,4,D
30144,30144,GA002,D,3,3,D
30145,30145,GA006,D,4,4,D
30146,30146,GA002,D,4,4,D
30147,30147,GA006,D,4,4,D
30148,30148,GA002,D,4,4,D
30149,30149,GA006,D,4,4,D
30150,30151,GA002,D,4,4,D
30152,30152,GA002,D,3,3,D
30153,30153,GA002,D,4,4,D
30154,30156,GA002,D,8,8,D
30157,30157,GA002,D,3,3,D
30160,30160,GA002,D,8,8,D
30161,30161,GA006,D,4,4,D
30162,30164,GA006,D,8,8,D
30165,30165,GA006,D,4,4,D
30168,30168,GA002,D,3,3,D
30169,30169,GA002,D,8,8,D
30170,30171,GA002,D,4,4,D
30172,30173,GA006,D,4,4,D
30175,30179,GA002,D,4,4,D
30180,30180,GA002,D,3,3,D
30182,30184,GA002,D,4,4,D
30185,30216,GA002,D,3,3,D
30217,30217,GA002,D,4,4,D
30218,30220,GA002,D,3,3,D
30222,30222,GA002,D,4,4,D
30223,30229,GA002,D,3,3,D
30230,30230,GA002,D,4,4,D
30233,30238,GA002,D,3,3,D
30240,30241,GA002,D,4,4,D
30248,30257,GA002,D,3,3,D
30258,30258,GA002,D,4,4,D
30259,30260,GA002,D,3,3,D
30261,30261,GA002,D,4,4,D
30263,30263,GA002,D,3,3,D
30264,30264,GA002,D,8,8,D
30265,30269,GA002,D,3,3,D
30271,30271,GA002,D,8,8,D
30272,30284,GA002,D,3,3,D
30285,30286,GA002,D,4,4,D
30287,30292,GA002,D,3,3,D
30293,30293,GA002,D,4,4,D
30294,30297,GA002,D,3,3,D
30298,30298,GA002,D,8,8,D
30301,30301,GA002,D,3,3,D
30302,30302,GA002,D,8,8,D
30303,30320,GA002,D,3,3,D
30321,30321,GA002,D,8,8,D
30322,30324,GA002,D,3,3,D
30325,30325,GA002,D,8,8,D
30326,30342,GA002,D,3,3,D
30343,30343,GA002,D,8,8,D
30344,30346,GA002,D,3,3,D
30348,30348,GA002,D,8,8,D
30349,30350,GA002,D,3,3,D
30353,30353,GA002,D,8,8,D
30354,30355,GA002,D,3,3,D
30356,30359,GA002,D,8,8,D
30360,30361,GA002,D,3,3,D
30362,30362,GA002,D,8,8,D
30363,30363,GA002,D,3,3,D
